state,record_date,sessions,sites,total_doses,first_dose,second_dose,male_doses,female_doses,transgender_doses,covaxin_doses,covishield_doses,sputnik_v_doses,aefi,doses_18_44,doses_45_60,doses_60_plus,ind_vax_18_44,ind_vax_45_60,ind_vax_60_plus,male_ind_vax,female_ind_vax,transgender_ind_vax,total_ind_vax
Dadra and Nagar Haveli and Daman and Diu,2021-07-28,0,0,615500,542326,73174,412281,203087,132,34,615466,0,133,435091,136019,44390,0,0,0,0,0,0,0
Dadra and Nagar Haveli and Daman and Diu,2021-07-29,36820,67,619866,546225,73641,415024,204709,133,34,619832,0,133,438467,136774,44625,0,0,0,0,0,0,0
Dadra and Nagar Haveli and Daman and Diu,2021-07-30,36100,67,624332,550157,74175,417996,206203,133,34,624298,0,138,441878,137626,44828,0,0,0,0,0,0,0
Dadra and Nagar Haveli and Daman and Diu,2021-07-31,37760,71,629887,555117,74770,421642,208110,135,35,629852,0,138,446346,138496,45045,0,0,0,0,0,0,0
Dadra and Nagar Haveli and Daman and Diu,2021-08-01,25800,62,632753,557791,74962,423639,208980,134,47,632706,0,138,447990,139470,45293,0,0,0,0,0,0,0
Dadra and Nagar Haveli and Daman and Diu,2021-08-02,33540,73,636961,561594,75367,426538,210288,135,47,636914,0,138,451423,140071,45467,0,0,0,0,0,0,0
Dadra and Nagar Haveli and Daman and Diu,2021-08-03,43740,66,641218,565492,75726,429382,211701,135,47,641171,0,138,454826,140704,45688,0,0,0,0,0,0,0
Dadra and Nagar Haveli and Daman and Diu,2021-08-04,44930,67,644843,568728,76115,431733,212975,135,47,644796,0,141,457651,141338,45854,0,0,0,0,0,0,0
Dadra and Nagar Haveli and Daman and Diu,2021-08-05,37230,58,366946,331471,35475,256060,110826,60,47,366899,0,87,272516,74738,19692,0,0,0,0,0,0,0
Dadra and Nagar Haveli and Daman and Diu,2021-08-06,45870,66,653596,576155,77441,437429,216032,135,47,653549,0,141,464737,142646,46213,0,0,0,0,0,0,0
Dadra and Nagar Haveli and Daman and Diu,2021-08-07,46720,67,659199,580287,78912,440923,218140,136,47,659152,0,141,469335,143414,46450,0,0,0,0,0,0,0
Dadra and Nagar Haveli and Daman and Diu,2021-08-08,38680,61,660860,581361,79499,441897,218827,136,47,660813,0,141,470655,143667,46538,0,0,0,0,0,0,0
Dadra and Nagar Haveli and Daman and Diu,2021-08-09,47210,70,665221,584370,80851,444656,220429,136,47,665174,0,142,474123,144345,46753,0,0,0,0,0,0,0
Dadra and Nagar Haveli and Daman and Diu,2021-08-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dadra and Nagar Haveli and Daman and Diu,2021-08-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dadra and Nagar Haveli and Daman and Diu,2021-08-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dadra and Nagar Haveli and Daman and Diu,2021-08-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dadra and Nagar Haveli and Daman and Diu,2021-08-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dadra and Nagar Haveli and Daman and Diu,2021-08-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi,2021-01-16,91,81,892,892,0,525,367,0,33,859,0,0,0,0,0,0,0,0,0,0,0,892
Delhi,2021-01-17,288,81,1005,1005,0,603,402,0,36,969,0,0,0,0,0,0,0,0,0,0,0,1005
Delhi,2021-01-18,347,82,1366,1366,0,840,526,0,46,1320,0,0,0,0,0,0,0,0,0,0,0,1366
Delhi,2021-01-19,357,83,3041,3041,0,1837,1204,0,164,2877,0,0,0,0,0,0,0,0,0,0,0,3041
Delhi,2021-01-20,456,84,3041,3041,0,1837,1204,0,164,2877,0,0,0,0,0,0,0,0,0,0,0,3041
Delhi,2021-01-21,528,84,5308,5308,0,2975,2333,0,264,5044,0,0,0,0,0,0,0,0,0,0,0,5308
Delhi,2021-01-22,562,84,5331,5331,0,2994,2337,0,264,5067,0,0,0,0,0,0,0,0,0,0,0,5331
Delhi,2021-01-23,638,84,12312,12312,0,6644,5668,0,550,11762,0,0,0,0,0,0,0,0,0,0,0,12312
Delhi,2021-01-24,648,84,12614,12614,0,6808,5806,0,558,12056,0,0,0,0,0,0,0,0,0,0,0,12614
Delhi,2021-01-25,690,84,20373,20373,0,10941,9432,0,983,19390,0,0,0,0,0,0,0,0,0,0,0,20373
Delhi,2021-01-26,745,88,20427,20427,0,10958,9469,0,983,19444,0,0,0,0,0,0,0,0,0,0,0,20427
Delhi,2021-01-27,859,109,27603,27603,0,14895,12708,0,1334,26269,0,0,0,0,0,0,0,0,0,0,0,27603
Delhi,2021-01-28,961,109,35881,35881,0,19361,16520,0,1785,34096,0,0,0,0,0,0,0,0,0,0,0,35881
Delhi,2021-01-29,1022,109,35937,35937,0,19388,16549,0,1787,34150,0,0,0,0,0,0,0,0,0,0,0,35937
Delhi,2021-01-30,1078,111,44758,44758,0,23969,20789,0,2174,42584,0,0,0,0,0,0,0,0,0,0,0,44758
Delhi,2021-01-31,1119,111,44840,44840,0,24023,20817,0,2176,42664,0,0,0,0,0,0,0,0,0,0,0,44840
Delhi,2021-02-01,1323,183,52760,52760,0,28237,24523,0,2640,50120,0,0,0,0,0,0,0,0,0,0,0,52760
Delhi,2021-02-02,1565,185,62086,62086,0,33295,28791,0,3869,58217,0,0,0,0,0,0,0,0,0,0,0,62086
Delhi,2021-02-03,1800,185,69462,69462,0,37191,32271,0,4863,64599,0,0,0,0,0,0,0,0,0,0,0,69462
Delhi,2021-02-04,2001,186,78948,78948,0,42617,36331,0,5969,72979,0,0,0,0,0,0,0,0,0,0,0,78948
Delhi,2021-02-05,2226,186,88045,88045,0,47686,40359,0,6990,81055,0,0,0,0,0,0,0,0,0,0,0,88045
Delhi,2021-02-06,2335,186,97492,97492,0,53760,43732,0,7983,89509,0,0,0,0,0,0,0,0,0,0,0,97492
Delhi,2021-02-07,2404,186,97495,97495,0,53761,43734,0,7983,89512,0,0,0,0,0,0,0,0,0,0,0,97495
Delhi,2021-02-08,2634,187,107116,107116,0,60642,46474,0,9413,97703,0,0,0,0,0,0,0,0,0,0,0,107116
Delhi,2021-02-09,2884,187,119917,119917,0,70521,49393,3,11440,108477,0,0,0,0,0,0,0,0,0,0,0,119917
Delhi,2021-02-10,3193,259,134600,134600,0,82321,52270,9,13731,120869,0,0,0,0,0,0,0,0,0,0,0,134600
Delhi,2021-02-11,3511,263,150348,150348,0,95078,55255,15,16941,133407,0,0,0,0,0,0,0,0,0,0,0,150348
Delhi,2021-02-12,3832,266,164976,164976,0,106900,58057,19,19955,145021,0,0,0,0,0,0,0,0,0,0,0,164976
Delhi,2021-02-13,4045,266,180141,178174,1967,117328,60826,20,22509,155665,0,0,0,0,0,0,0,0,0,0,0,178174
Delhi,2021-02-14,4153,274,180143,178176,1967,117330,60826,20,22510,155666,0,0,0,0,0,0,0,0,0,0,0,178176
Delhi,2021-02-15,4496,304,197031,192891,4140,128980,63887,24,25669,167222,0,0,0,0,0,0,0,0,0,0,0,192891
Delhi,2021-02-16,4905,311,214273,207447,6826,140385,67026,36,28598,178849,0,0,0,0,0,0,0,0,0,0,0,207447
Delhi,2021-02-17,5293,313,231544,223511,8033,153075,70390,46,32389,191122,0,0,0,0,0,0,0,0,0,0,0,223511
Delhi,2021-02-18,5643,314,252843,241096,11747,168106,72928,62,38030,203066,0,0,0,0,0,0,0,0,0,0,0,241096
Delhi,2021-02-19,6057,318,283629,270025,13604,189330,80618,77,43994,226031,0,0,0,0,0,0,0,0,0,0,0,270025
Delhi,2021-02-20,6263,319,309410,291137,18273,205007,86047,83,49981,241156,0,0,0,0,0,0,0,0,0,0,0,291137
Delhi,2021-02-21,6404,319,309419,291146,18273,205016,86047,83,49981,241165,0,0,0,0,0,0,0,0,0,0,0,291146
Delhi,2021-02-22,6802,325,336544,312680,23864,221784,90810,86,56177,256503,0,0,0,0,0,0,0,0,0,0,0,312680
Delhi,2021-02-23,7190,329,356662,330559,26103,235887,94578,94,60898,269661,0,0,0,0,0,0,0,0,0,0,0,330559
Delhi,2021-02-24,7603,329,375038,344481,30557,246901,97485,95,64670,279811,0,0,0,0,0,0,0,0,0,0,0,344481
Delhi,2021-02-25,7985,330,393471,357350,36121,256955,100290,105,68484,288866,0,0,0,0,0,0,0,0,0,0,0,357350
Delhi,2021-02-26,8089,330,406431,367699,38732,264730,102860,109,71286,296413,0,0,0,0,0,0,0,0,0,0,0,367699
Delhi,2021-02-27,8089,330,406431,367699,38732,264730,102860,109,71286,296413,0,0,0,0,0,0,0,0,0,0,0,367699
Delhi,2021-02-28,8095,330,406431,367699,38732,264730,102860,109,71286,296413,0,0,0,0,0,0,0,0,0,0,0,367699
Delhi,2021-03-01,14383,335,406431,367699,38732,264730,102860,109,71286,296413,0,0,0,0,0,0,0,0,0,0,0,367699
Delhi,2021-03-02,15670,373,428377,383386,44991,275223,108053,110,75701,307685,0,0,0,0,0,0,0,0,0,0,0,383386
Delhi,2021-03-03,16429,428,443842,394019,49823,282017,111891,111,79096,314923,0,0,0,0,0,0,0,0,0,0,0,394019
Delhi,2021-03-04,19900,442,460312,405213,55099,289098,116004,111,82300,322913,0,0,0,0,0,0,0,0,0,0,0,405213
Delhi,2021-03-05,24007,447,475589,414969,60620,295038,119819,112,85019,329950,0,0,0,0,0,0,0,0,0,0,0,414969
Delhi,2021-03-06,25956,471,495154,426890,68264,301985,124793,112,88221,338669,0,0,0,0,0,0,0,0,0,0,0,426890
Delhi,2021-03-07,26327,490,495243,426957,68286,302019,124826,112,88270,338687,0,0,0,0,0,0,0,0,0,0,0,426957
Delhi,2021-03-08,28113,494,516188,440429,75759,310101,130214,114,91856,348573,0,0,0,0,0,0,0,0,0,0,0,440429
Delhi,2021-03-09,53100,453,480051,395281,84770,337074,142863,114,100014,379958,0,0,0,0,0,0,0,0,0,0,0,480051
Delhi,2021-03-10,46205,380,498624,405377,93247,349344,149166,114,103968,394577,0,0,0,0,0,0,0,0,0,0,0,498624
Delhi,2021-03-11,54400,463,516448,415349,101099,361846,154488,114,108226,408141,0,0,0,0,0,0,0,0,0,0,0,516448
Delhi,2021-03-12,46800,388,535790,425063,110727,374607,161069,114,112680,423028,0,0,0,0,0,0,0,0,0,0,0,535790
Delhi,2021-03-13,58300,499,560366,438850,121516,390609,169642,115,118514,441769,0,0,0,0,0,0,0,0,0,0,0,560366
Delhi,2021-03-14,200,2,560392,438862,121530,390621,169656,115,118514,441795,0,0,0,0,0,0,0,0,0,0,0,560392
Delhi,2021-03-15,60300,506,585854,453718,132136,407630,178107,117,124837,460934,0,0,0,0,0,0,0,0,0,0,0,585854
Delhi,2021-03-16,61450,520,682847,539287,143560,370906,168264,117,137588,545259,0,604,0,0,0,244554,211503,83130,0,0,0,539287
Delhi,2021-03-17,47950,387,884805,731870,152935,473623,258086,161,184514,700291,0,616,0,0,0,246868,236904,247984,0,0,0,731870
Delhi,2021-03-18,64550,550,925610,758842,166768,488818,269860,164,195177,730433,0,617,0,0,0,249686,242209,266829,0,0,0,758842
Delhi,2021-03-19,48800,390,954512,776830,177682,498736,277926,168,202405,752107,0,619,0,0,0,251622,246205,278885,0,0,0,776830
Delhi,2021-03-20,64800,548,1002671,810104,192567,516701,293229,174,215262,787409,0,622,0,0,0,255046,253617,301322,0,0,0,810104
Delhi,2021-03-21,900,8,1004072,811261,192811,517351,293736,174,215631,788441,0,624,0,0,0,255275,254002,301865,0,0,0,811261
Delhi,2021-03-22,71300,591,1046767,839942,206825,533079,306685,178,227593,819174,0,632,0,0,0,257457,259762,322600,0,0,0,839942
Delhi,2021-03-23,80200,669,1090763,871370,219393,550333,320853,184,240728,850035,0,639,0,0,0,260931,267059,343248,0,0,0,871370
Delhi,2021-03-24,56425,429,1115802,889115,226687,560185,328745,185,247730,868072,0,648,0,0,0,263219,270951,354812,0,0,0,889115
Delhi,2021-03-25,84625,700,1158650,923806,234844,579493,344123,190,261334,897316,0,650,0,0,0,266322,278121,379227,0,0,0,923806
Delhi,2021-03-26,57955,433,1180586,941076,239510,589085,351798,193,267273,913313,0,653,0,0,0,268796,281983,390159,0,0,0,941076
Delhi,2021-03-27,87250,721,1222108,977993,244115,608614,369184,195,280988,941120,0,660,0,0,0,272127,290857,414867,0,0,0,977993
Delhi,2021-03-28,9400,91,1222713,978569,244144,608920,369454,195,281159,941554,0,660,0,0,0,272177,291017,415233,0,0,0,978569
Delhi,2021-03-29,12400,112,1222719,978572,244147,608913,369464,195,281150,941569,0,660,0,0,0,272170,291019,415241,0,0,0,978572
Delhi,2021-03-30,89375,727,1265239,1013442,251797,627800,385438,204,295739,969500,0,661,0,0,0,274791,298838,439669,0,0,0,1013442
Delhi,2021-03-31,61050,445,1294057,1034327,259730,639330,394788,209,304874,989183,0,663,0,0,0,277349,303641,453187,0,0,0,1034327
Delhi,2021-04-01,93500,745,1355145,1087850,267295,667341,420294,215,325561,1029584,0,675,0,0,0,279422,336530,471743,0,0,0,1087850
Delhi,2021-04-02,84600,676,1427069,1152888,274181,702254,450407,227,351251,1075818,0,685,0,0,0,282359,379009,491359,0,0,0,1152888
Delhi,2021-04-03,95600,743,1493167,1211419,281748,734068,477117,234,373679,1119488,0,687,0,0,0,284791,417320,509140,0,0,0,1211419
Delhi,2021-04-04,92900,735,1578252,1290748,287504,777740,512765,243,404762,1173490,0,696,0,0,0,286470,472313,531797,0,0,0,1290748
Delhi,2021-04-05,97350,787,1649227,1352825,296402,811003,541572,250,429497,1219730,0,703,0,0,0,286882,512970,552804,0,0,0,1352825
Delhi,2021-04-06,101850,797,1698781,1396046,302735,833942,561844,260,447796,1250985,0,707,0,0,0,287187,541742,566947,0,0,0,1396046
Delhi,2021-04-07,66300,480,1784983,1469113,315870,873038,595813,262,477505,1307478,0,716,0,0,0,287834,590533,590572,0,0,0,1469113
Goa,2021-01-18,20,8,47,47,0,20,27,0,0,47,0,0,0,0,0,0,0,0,0,0,0,47
Delhi,2021-04-08,102100,809,1897519,1565572,331947,923456,641838,278,515071,1382448,0,724,0,0,0,288370,653853,623173,0,0,0,1565572
Delhi,2021-04-09,68250,483,1956686,1613146,343540,948404,664454,288,532226,1424460,0,731,0,0,0,289149,686491,637324,0,0,0,1613146
Delhi,2021-04-10,105320,803,2062691,1705350,357341,995965,709088,297,570732,1491959,0,740,0,0,0,290244,750137,664785,0,0,0,1705350
Delhi,2021-04-11,100310,785,2145719,1780609,365110,1037794,742505,310,602240,1543479,0,751,0,0,0,290843,804360,685221,0,0,0,1780609
Delhi,2021-04-12,105250,835,2235902,1855493,380409,1079935,775235,323,635229,1600673,0,758,0,0,0,292180,855483,707642,0,0,0,1855493
Delhi,2021-04-13,105650,835,2304883,1912002,392881,1115142,796535,325,661547,1643336,0,762,0,0,0,293884,894496,723433,0,0,0,1912002
Delhi,2021-04-14,104650,827,2376987,1971274,405713,1149522,821419,333,688050,1688937,0,766,0,0,0,295034,935490,740560,0,0,0,1971274
Delhi,2021-04-15,108050,836,2454871,2031982,422889,1185074,846567,341,716471,1738400,0,773,0,0,0,297185,976688,757922,0,0,0,2031982
Delhi,2021-04-16,72850,516,2504071,2065695,438376,1205218,860130,347,730737,1773334,0,774,0,0,0,299301,999917,766289,0,0,0,2065695
Delhi,2021-04-17,105020,803,2572685,2121099,451586,1239449,881283,367,756067,1816618,0,775,0,0,0,301395,1039772,779738,0,0,0,2121099
Delhi,2021-04-18,98950,787,2621277,2162307,458970,1264802,897129,376,774240,1847037,0,780,0,0,0,302210,1070170,789733,0,0,0,2162307
Delhi,2021-04-19,103300,827,2682092,2202752,479340,1289105,913261,386,795593,1886499,0,788,0,0,0,304718,1096491,801347,0,0,0,2202752
Delhi,2021-04-20,103450,831,2732507,2238271,494236,1310586,927296,389,813979,1918528,0,788,0,0,0,306651,1121279,810146,0,0,0,2238271
Delhi,2021-04-21,100950,802,2787116,2277803,509313,1332312,945097,394,832393,1954723,0,789,0,0,0,307801,1149491,820315,0,0,0,2277803
Delhi,2021-04-22,104550,823,2855657,2325997,529660,1358333,967263,401,857044,1998613,0,792,0,0,0,309990,1183104,832700,0,0,0,2325997
Delhi,2021-04-23,71000,529,2891857,2347381,544476,1370063,976915,403,866767,2025090,0,793,0,0,0,311497,1197830,837853,0,0,0,2347381
Delhi,2021-04-24,99450,792,2962231,2395935,566296,1396008,999520,407,892412,2069819,0,794,0,0,0,313572,1232683,849474,0,0,0,2395935
Delhi,2021-04-25,95000,757,3003477,2425352,578125,1411612,1013331,409,904993,2098484,0,795,0,0,0,314730,1256034,854384,0,0,0,2425352
Delhi,2021-04-26,99400,805,3061567,2461970,599597,1431247,1030308,415,924779,2136788,0,800,0,0,0,317012,1281151,863593,0,0,0,2461970
Delhi,2021-04-27,98800,799,3114832,2495676,619156,1449537,1045720,419,943088,2171744,0,806,0,0,0,393341,1229853,872266,0,0,0,2495676
Delhi,2021-04-28,67550,501,3147893,2512508,635385,1458364,1053721,423,951007,2196886,0,806,0,0,0,394993,1240384,876918,0,0,0,2512508
Delhi,2021-04-29,97850,796,3224828,2558135,666693,1482632,1075072,431,978857,2245971,0,809,0,0,0,399636,1269711,888629,0,0,0,2558135
Delhi,2021-04-30,68640,507,3271950,2581651,690299,1495036,1086175,440,992050,2279900,0,809,0,0,0,402529,1284424,894533,0,0,0,2581651
Delhi,2021-05-01,89110,685,3323249,2611942,711307,1511816,1099682,444,1014760,2308489,0,809,0,0,0,408335,1302811,900631,0,0,0,2611942
Delhi,2021-05-02,15500,122,3324902,2613227,711675,1512591,1100192,444,1015048,2309854,0,809,0,0,0,408706,1303758,900669,0,0,0,2613227
Delhi,2021-05-03,122850,900,3415728,2676373,739355,1551202,1124715,456,1054775,2360953,0,810,0,0,0,450157,1319948,906172,0,0,0,2676373
Delhi,2021-05-04,121000,882,3507635,2742953,764682,1591565,1150913,475,1093302,2414333,0,817,0,0,0,495662,1335733,911451,0,0,0,2742953
Delhi,2021-05-05,94420,599,3576091,2800013,776078,1626372,1173158,483,1117442,2458649,0,831,0,0,0,545220,1341313,913373,0,0,0,2800013
Delhi,2021-05-06,126950,922,3693814,2883317,810497,1676526,1206289,502,1165057,2528757,0,840,0,0,0,604542,1359039,919621,0,0,0,2883317
Delhi,2021-05-07,102390,665,3774068,2951479,822589,1717488,1233474,517,1193011,2581057,0,855,0,0,0,664812,1365071,921479,0,0,0,2951479
Delhi,2021-05-08,138932,974,3905912,3044458,861454,1771228,1272699,531,1244664,2661248,0,865,0,0,0,729768,1385727,928827,0,0,0,3044458
Delhi,2021-05-09,8088,71,3907469,3045394,862075,1771717,1273146,531,1244756,2662713,0,865,0,0,0,730529,1385874,928855,0,0,0,3045394
Delhi,2021-05-10,144330,979,4051457,3142198,909259,1827189,1314458,551,1299416,2752041,0,872,0,0,0,799328,1406277,936280,0,0,0,3142198
Delhi,2021-05-11,130901,946,4183896,3229399,954497,1876398,1352431,570,1346627,2837269,0,873,0,0,0,858818,1426444,943661,0,0,0,3229399
Delhi,2021-05-12,91730,618,4259338,3292311,967027,1912592,1379139,580,1363489,2895849,0,880,0,0,0,910516,1434818,946396,0,0,0,3292311
Delhi,2021-05-13,125820,905,4385905,3378261,1007644,1960353,1417310,598,1405495,2980410,0,888,0,0,0,966037,1456803,954671,0,0,0,3378261
Delhi,2021-05-14,12960,107,4390592,3381649,1008943,1962290,1418759,600,1406138,2984454,0,888,0,0,0,969362,1456863,954664,0,0,0,3381649
Delhi,2021-05-15,126453,936,4511407,3464560,1046847,2008240,1455692,628,1441744,3069663,0,894,0,0,0,1024902,1476780,961929,0,0,0,3464560
Delhi,2021-05-16,148063,859,4603220,3544850,1058370,2053531,1490666,653,1461962,3141258,0,896,0,0,0,1088424,1489088,966287,0,0,0,3544850
Delhi,2021-05-17,189776,1043,4717683,3639716,1077967,2107356,1531683,677,1486103,3231580,0,900,0,0,0,1158189,1507717,972642,0,0,0,3639716
Delhi,2021-05-18,179650,992,4824666,3729586,1095080,2158874,1570007,705,1507234,3317432,0,910,0,0,0,1222895,1526333,979030,0,0,0,3729586
Delhi,2021-05-19,132858,701,4893993,3791772,1102221,2195074,1595984,714,1514976,3379017,0,914,0,0,0,1274621,1534211,981528,0,0,0,3791772
Delhi,2021-05-20,156873,900,4972927,3849484,1123443,2227935,1620816,733,1537051,3435876,0,913,0,0,0,1313080,1548483,986355,0,0,0,3849484
Delhi,2021-05-21,113147,598,5023829,3891569,1132260,2251807,1639015,747,1547651,3476178,0,927,0,0,0,1343678,1557148,989101,0,0,0,3891569
Delhi,2021-05-22,140542,840,5089359,3937525,1151834,2277217,1659551,757,1568945,3520414,0,928,0,0,0,1370640,1571167,993986,0,0,0,3937525
Delhi,2021-05-23,23944,164,5094051,3941970,1152081,2279825,1661387,758,1569666,3524385,0,928,0,0,0,1374914,1571281,994041,0,0,0,3941970
Delhi,2021-05-24,129991,785,5149101,3982667,1166434,2302607,1679293,767,1583569,3565532,0,933,0,0,0,1395128,1586405,999292,0,0,0,3982667
Delhi,2021-05-25,129697,790,5193420,4016461,1176959,2322448,1693241,772,1593299,3600121,0,934,0,0,0,1413872,1597571,1003081,0,0,0,4016461
Delhi,2021-05-26,123383,723,5227641,4047233,1180408,2341196,1705259,778,1598134,3629507,0,935,0,0,0,1434073,1605436,1005697,0,0,0,4047233
Delhi,2021-05-27,133842,755,5267046,4081178,1185868,2362008,1718387,783,1602551,3664495,0,936,0,0,0,1455493,1614662,1008863,0,0,0,4081178
Delhi,2021-05-28,114826,586,5298144,4109416,1188728,2379448,1729173,795,1606098,3692046,0,937,0,0,0,1474981,1621141,1011021,0,0,0,4109416
Delhi,2021-05-29,157171,813,5352466,4148595,1203871,2402674,1745120,801,1622828,3729638,0,939,0,0,0,1499494,1631715,1014931,0,0,0,4148595
Delhi,2021-05-30,34991,154,5362104,4157813,1204291,2408287,1748725,801,1623097,3739007,0,942,0,0,0,1508035,1632202,1015113,0,0,0,4157813
Delhi,2021-05-31,152151,833,5419341,4194986,1224355,2429400,1764775,811,1643548,3775793,0,942,0,0,0,1529064,1644082,1019286,0,0,0,4194986
Delhi,2021-06-01,144952,811,5469628,4228359,1241269,2449433,1778109,817,1662436,3807192,0,943,0,0,0,1551375,1652221,1022128,0,0,0,4228359
Delhi,2021-06-02,127028,621,5506534,4257176,1249358,2467041,1789312,823,1671645,3834889,0,946,0,0,0,1571455,1658707,1024299,0,0,0,4257176
Delhi,2021-06-03,156640,803,5559386,4294738,1264648,2489905,1804000,833,1687996,3871390,0,947,0,0,0,1596795,1667590,1027440,0,0,0,4294738
Delhi,2021-06-04,137401,604,5599054,4329324,1269730,2511391,1817070,863,1693027,3906027,0,948,0,0,0,1621602,1674796,1029861,0,0,0,4329324
Delhi,2021-06-05,159161,735,5656091,4371075,1285016,2536381,1833818,876,1708079,3948012,0,950,0,0,0,1649235,1685161,1033429,0,0,0,4371075
Delhi,2021-06-06,39643,93,5671497,4385618,1285879,2544645,1840095,878,1708860,3962637,0,950,0,0,0,1663098,1685556,1033626,0,0,0,4385618
Delhi,2021-06-07,164270,832,5737887,4419597,1318290,2564846,1853867,884,1739312,3998575,0,952,0,0,0,1682139,1696566,1037423,0,0,0,4419597
Delhi,2021-06-08,162885,767,5786229,4445352,1340877,2580204,1864259,889,1760273,4025956,0,953,0,0,0,1698472,1703352,1039967,0,0,0,4445352
Delhi,2021-06-09,162314,725,5834482,4471099,1363383,2595546,1874656,897,1781555,4052927,0,954,0,0,0,1716404,1708995,1042053,0,0,0,4471099
Delhi,2021-06-10,226438,1133,5916278,4521905,1394373,2625225,1895772,908,1811475,4104803,0,955,0,0,0,1756814,1716199,1045124,0,0,0,4521905
Delhi,2021-06-11,204285,1005,5995748,4583464,1412284,2661754,1920782,928,1828779,4166949,20,957,0,0,0,1807855,1723611,1048092,0,0,0,4583464
Delhi,2021-06-12,217981,1067,6079589,4638935,1440654,2693755,1944242,938,1855584,4223915,90,958,0,0,0,1850268,1732943,1051688,0,0,0,4638935
Delhi,2021-06-13,69518,167,6094030,4650867,1443163,2700427,1949498,942,1857898,4236042,90,958,0,0,0,1860334,1734266,1052196,0,0,0,4650867
Delhi,2021-06-14,205707,1009,6154661,4690576,1464085,2723077,1966552,947,1875843,4278508,310,959,0,0,0,1888074,1742692,1055662,0,0,0,4690576
Delhi,2021-06-15,196867,977,6208289,4719321,1488968,2739668,1978707,946,1898154,4309610,525,959,0,0,0,1906456,1750052,1058602,0,0,0,4719321
Delhi,2021-06-16,185263,882,6263721,4756248,1507473,2761123,1994174,951,1916268,4346834,619,959,0,0,0,1934939,1755972,1061020,0,0,0,4756248
Delhi,2021-06-17,253924,1245,6355530,4818228,1537302,2797649,2019613,966,1943850,4411061,619,959,0,0,0,1987344,1762717,1063775,0,0,0,4818228
Delhi,2021-06-18,233380,1118,6434195,4881510,1552685,2835063,2045461,986,1957666,4475910,619,959,0,0,0,2041022,1769567,1066426,0,0,0,4881510
Delhi,2021-06-19,241299,1190,6522118,4943731,1578387,2870619,2072112,1000,1980433,4540976,709,962,0,0,0,2090228,1779035,1069879,0,0,0,4943731
Delhi,2021-06-20,69187,122,6533793,4953785,1580008,2876076,2076706,1003,1982623,4550461,709,962,0,0,0,2099082,1779844,1070238,0,0,0,4953785
Delhi,2021-06-21,246389,1167,6611234,5013438,1597796,2910220,2102183,1035,1998961,4611564,709,962,0,0,0,2145882,1789183,1073669,0,0,0,5013438
Delhi,2021-06-22,247154,1154,6697233,5080592,1616641,2948457,2131075,1060,2013156,4683293,784,962,0,0,0,2200392,1798223,1077170,0,0,0,5080592
Delhi,2021-06-23,256799,1062,6807716,5179708,1628008,3005265,2173353,1090,2020593,4786314,809,963,0,0,0,2290501,1804616,1079556,0,0,0,5179708
Delhi,2021-06-24,341882,1293,6966205,5318124,1648081,3085257,2231717,1150,2031478,4933853,874,968,0,0,0,2418027,1812408,1082206,0,0,0,5318124
Delhi,2021-06-25,330425,1174,7121582,5456691,1664891,4143528,2976702,1352,2036514,5084071,997,979,3027465,2466724,1627393,0,0,0,0,0,0,0
Delhi,2021-06-26,394933,1322,7329652,5629446,1700206,4259981,3068259,1412,2050772,5277540,1340,984,3188414,2500409,1640829,0,0,0,0,0,0,0
Delhi,2021-06-27,55797,91,7339238,5636415,1702823,4265052,3072774,1412,2051437,5286072,1729,984,3194685,2502711,1641842,0,0,0,0,0,0,0
Delhi,2021-06-28,373166,1321,7543922,5801102,1742820,4380504,3161958,1460,2063858,5477699,2365,990,3342543,2542847,1658532,0,0,0,0,0,0,0
Delhi,2021-06-29,389768,1359,7747246,5967019,1780227,4494779,3250964,1503,2073817,5670793,2636,990,3492015,2581040,1674191,0,0,0,0,0,0,0
Delhi,2021-06-30,312098,1152,7893534,6088879,1804655,4578179,3313808,1547,2080426,5809112,3996,994,3601407,2607426,1684701,0,0,0,0,0,0,0
Goa,2021-08-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi,2021-07-01,361412,1329,8051352,6214708,1836644,4666967,3382795,1590,2088363,5958585,4404,997,3714277,2639267,1697808,0,0,0,0,0,0,0
Delhi,2021-07-02,347513,1258,8212088,6345189,1866899,4756958,3453451,1679,2094013,6113001,5074,1003,3830197,2671452,1710439,0,0,0,0,0,0,0
Delhi,2021-07-03,324063,1269,8373332,6466496,1906836,4846270,3525333,1729,2103455,6263579,6298,1022,3938704,2709946,1724682,0,0,0,0,0,0,0
Delhi,2021-07-04,56779,89,8382839,6472151,1910688,4851072,3530036,1731,2104519,6271946,6374,1027,3943752,2712992,1726095,0,0,0,0,0,0,0
